Timestamp,Company,Model,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Engine_cc,Seating Capacity,Fuel Tank Capacity,Predicted Price
2025-08-06 23:37:50,Maruti Suzuki,Celerio Lxi,2014,80000,Petrol,Manual,Delhi,Grey,First,980,5,35,258055
